id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0310,España,30,F,Malecón Tarapacá,Iquitos,2025-07-26,11,2278.37,Bus
V0311,Chile,66,Otro,Machu Picchu,Cusco,2025-05-12,5,2919.59,Mototaxi
V0312,NA,52,Otro,Valle Sagrado,Cusco,2025-03-21,14,2132.41,Bus
V0313,NA,27,M,Monasterio de Santa Catalina,Arequipa,2025-08-05,7,1076.22,Avión
V0314,España,18,Otro,Parque de la Reserva,Lima,2025-05-08,2,3713.25,Avión
V0315,Chile,70,F,Sacsayhuamán,Cusco,2025-08-05,6,444.52,NA
V0316,España,36,Otro,Sacsayhuamán,Cusco,2025-08-19,5,3272.91,NA
V0317,Perú,41,F,Sacsayhuamán,Cusco,2025-02-20,6,1292.25,NA
V0318,NA,51,Otro,Lago Titicaca,Puno,2025-07-11,14,864.57,Avión
V0319,Chile,72,F,Lago Titicaca,Puno,2025-02-21,1,2234.47,Tren
V0320,Chile,44,M,Cañón del Colca,Arequipa,2025-03-22,13,1656.52,NA
V0321,Chile,24,F,Río Amazonas,Iquitos,2025-05-25,8,3874.09,Mototaxi
V0322,España,66,F,Malecón Tarapacá,Iquitos,2025-02-07,2,1073.82,Auto
V0323,Brasil,28,Otro,Valle Sagrado,Cusco,2025-04-30,13,3771.13,Mototaxi
V0324,Estados Unidos,71,M,Huaca Pucllana,Lima,2025-06-13,10,1381.56,Tren
V0325,Colombia,51,F,Sacsayhuamán,Cusco,2025-01-25,1,3456.77,Bus
V0326,Chile,27,M,Malecón Tarapacá,Iquitos,2025-02-24,6,3561.66,Bus
V0327,Argentina,37,M,Huaca Pucllana,Lima,2025-07-05,11,2547.62,Avión
V0328,Argentina,24,M,Sacsayhuamán,Cusco,2025-04-19,4,1517.48,Tren
V0329,Perú,33,Otro,Malecón Tarapacá,Iquitos,2025-05-04,8,2389.57,Mototaxi
V0330,Chile,31,F,Malecón Tarapacá,Iquitos,2025-04-13,12,1761.17,Tren
V0331,México,70,M,Lago Titicaca,Puno,2025-06-27,6,4278.01,Mototaxi
V0332,Argentina,22,F,Río Amazonas,Iquitos,2025-06-04,7,3427.73,Bus
V0333,Estados Unidos,33,F,Malecón Tarapacá,Iquitos,2025-02-09,12,1217.96,
V0334,Argentina,54,Otro,Río Amazonas,Iquitos,2025-06-15,7,4771.38,Bus
V0335,Colombia,56,F,Machu Picchu,Cusco,2025-07-27,12,532.79,NA
V0336,Brasil,41,F,Cañón del Colca,Arequipa,2025-01-14,14,978.89,NA
V0337,Argentina,60,M,Taquile,Puno,2025-02-23,4,2951.25,Tren
V0338,Estados Unidos,33,Otro,Huaca Pucllana,Lima,2025-09-11,4,2108.48,
V0339,Chile,70,Otro,Huaca Pucllana,Lima,2025-06-03,12,2394.14,Tren
V0340,México,77,Otro,Monasterio de Santa Catalina,Arequipa,2025-07-01,12,2149.48,
V0341,Argentina,63,F,Plaza de Armas,Arequipa,2025-02-02,5,1530.82,Tren
V0342,México,58,F,Lago Titicaca,Puno,2025-03-05,7,4506.09,Tren
V0343,México,23,M,Valle Sagrado,Cusco,2025-09-04,11,260.78,Tren
V0344,México,73,Otro,Cañón del Colca,Arequipa,2025-06-05,11,3328.2,NA
V0345,España,20,M,Taquile,Puno,2025-03-10,6,1620.44,Bus
V0346,Estados Unidos,48,M,Islas Flotantes Uros,Puno,2025-01-23,8,1650.07,Bus
V0347,NA,69,Otro,Barranco,Lima,2025-02-27,,,NA
V0348,Chile,77,F,Plaza de Armas,Arequipa,2025-01-05,14,1903.07,
V0349,Brasil,15,Otro,Parque de la Reserva,Lima,2025-05-03,1,3421.52,Mototaxi
V0350,México,66,F,Machu Picchu,Cusco,2025-01-22,12,3972.21,NA
V0351,Brasil,73,F,Monasterio de Santa Catalina,Arequipa,2025-06-22,13,4075.68,
V0352,Chile,67,M,Lago Titicaca,Puno,2025-05-08,,,Mototaxi
V0353,Chile,75,M,Malecón Tarapacá,Iquitos,2025-07-11,4,3777.39,Tren
V0354,Perú,69,F,Monasterio de Santa Catalina,Arequipa,2025-03-08,5,2535.88,NA
V0355,Estados Unidos,22,M,Machu Picchu,Cusco,2025-05-23,1,823.79,Avión
V0356,Colombia,28,M,Islas Flotantes Uros,Puno,2025-04-27,12,3085.49,NA
V0357,México,,F,Monasterio de Santa Catalina,Arequipa,2025-07-29,11,4633.95,NA
V0358,España,62,F,Parque de la Reserva,Lima,2025-06-03,10,244.22,Tren
V0359,Perú,18,M,Río Amazonas,Iquitos,2025-04-05,,,Tren
V0360,México,69,F,Cañón del Colca,Arequipa,2025-01-16,14,1917.95,
V0361,España,25,M,Cañón del Colca,Arequipa,2025-01-25,10,543.86,Tren
V0362,NA,36,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-05-15,3,3753.35,
V0363,Chile,26,M,Malecón Tarapacá,Iquitos,2025-06-18,2,3611.64,NA
V0364,Chile,61,Otro,Lago Titicaca,Puno,2025-02-15,10,3517.78,Tren
V0365,México,23,F,Machu Picchu,Cusco,2025-06-20,13,1723.81,Avión
V0366,Brasil,25,M,Río Amazonas,Iquitos,2025-08-02,10,3501.36,NA
V0367,Chile,31,F,Río Amazonas,Iquitos,2025-06-18,6,565.63,NA
V0368,Perú,74,M,Plaza de Armas,Arequipa,2025-08-01,9,4389.59,
V0369,Perú,34,F,Monasterio de Santa Catalina,Arequipa,2025-09-09,4,4665.18,NA
V0370,Chile,31,Otro,Malecón Tarapacá,Iquitos,2025-07-20,13,1708.65,Mototaxi
V0371,Argentina,54,Otro,Machu Picchu,Cusco,2025-06-04,9,3396.51,Tren
V0372,Chile,42,Otro,Huaca Pucllana,Lima,2025-08-27,14,599.41,Tren
V0373,Chile,47,F,Valle Sagrado,Cusco,2025-03-19,7,3294.55,Bus
V0374,Argentina,37,Otro,Taquile,Puno,2025-01-25,5,3790.02,NA
V0375,Argentina,57,M,Plaza de Armas,Arequipa,2025-03-20,10,1304.68,Mototaxi
V0376,NA,79,M,Sacsayhuamán,Cusco,2025-03-15,,,Avión
V0377,España,65,Otro,Malecón Tarapacá,Iquitos,2025-04-14,11,1476.82,Auto
V0378,Estados Unidos,64,M,Sacsayhuamán,Cusco,2025-02-16,11,2133.99,Mototaxi
V0379,Chile,38,Otro,Cañón del Colca,Arequipa,2025-08-16,,,Mototaxi
V0380,Brasil,64,Otro,Valle Sagrado,Cusco,2025-01-23,6,879.68,Auto
V0381,Perú,24,F,Cañón del Colca,Arequipa,2025-08-22,3,2648.21,NA
V0382,Brasil,42,M,Lago Titicaca,Puno,2025-02-10,7,4495.8,NA
V0383,NA,56,F,Huaca Pucllana,Lima,2025-02-26,12,1851.9,Avión
V0384,Perú,34,F,Huaca Pucllana,Lima,2025-08-25,12,3177.13,Tren
V0385,NA,48,M,Río Amazonas,Iquitos,2025-05-02,4,1010.62,
V0386,Estados Unidos,15,M,Malecón Tarapacá,Iquitos,2025-04-23,5,3606.03,Bus
V0387,Argentina,42,F,Malecón Tarapacá,Iquitos,2025-01-30,,,NA
V0388,Chile,58,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-09-02,3,4186.88,Auto
V0389,Perú,57,Otro,Plaza de Armas,Arequipa,2025-02-01,3,3682.59,Mototaxi
V0390,España,29,F,Malecón Tarapacá,Iquitos,2025-02-08,12,2017.9,Avión
V0391,España,78,M,Cañón del Colca,Arequipa,2025-04-04,9,1398.44,Auto
V0392,Estados Unidos,44,M,Islas Flotantes Uros,Puno,2025-06-25,4,4564.34,NA
V0393,Argentina,19,M,Taquile,Puno,2025-08-27,13,596.22,Mototaxi
V0394,Brasil,76,F,Taquile,Puno,2025-01-01,3,1856.14,Tren
V0395,Perú,45,M,Parque de la Reserva,Lima,2025-01-21,14,506.66,
V0396,Brasil,55,M,Huaca Pucllana,Lima,2025-01-11,1,1898.17,
V0397,México,15,M,Plaza de Armas,Arequipa,2025-03-31,,,
V0398,España,32,Otro,Río Amazonas,Iquitos,2025-02-13,1,2835.39,Tren
V0399,México,21,M,Valle Sagrado,Cusco,2025-05-22,3,3397.96,Avión
V0400,México,57,Otro,Monasterio de Santa Catalina,Arequipa,2025-09-01,10,4335.45,Mototaxi
V0401,México,45,Otro,Sacsayhuamán,Cusco,2025-04-25,7,3969.92,Avión
V0402,NA,35,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-06-13,4,3190.71,
V0403,Perú,75,M,Plaza de Armas,Arequipa,2025-01-04,6,3680.17,Tren
V0404,Argentina,18,Otro,Malecón Tarapacá,Iquitos,2025-09-06,6,4562.44,Tren
V0405,Argentina,39,Otro,Sacsayhuamán,Cusco,2025-04-03,2,4871.06,Bus
V0406,Argentina,80,F,Islas Flotantes Uros,Puno,2025-06-27,14,1793.07,Mototaxi
V0407,México,73,M,Malecón Tarapacá,Iquitos,2025-06-22,14,711.88,NA
V0408,Perú,70,F,Barranco,Lima,2025-01-17,10,4265.78,Tren
V0409,Brasil,28,F,Cañón del Colca,Arequipa,2025-04-23,3,3743.11,Tren
V0410,Perú,24,Otro,Parque de la Reserva,Lima,2025-01-19,3,4968.97,Bus
V0411,México,51,F,Taquile,Puno,2025-04-04,9,437.63,
V0412,Colombia,40,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-05-16,14,1670.24,Avión
V0413,Colombia,74,F,Machu Picchu,Cusco,2025-06-03,,,NA
V0414,Argentina,20,M,Monasterio de Santa Catalina,Arequipa,2025-08-25,6,517.63,
V0415,Estados Unidos,69,M,Río Amazonas,Iquitos,2025-03-24,4,3566.25,NA
V0416,México,61,M,Barranco,Lima,2025-08-13,11,1386.06,NA
V0417,Argentina,18,F,Islas Flotantes Uros,Puno,2025-06-24,8,3336.28,Mototaxi
V0418,NA,16,M,Río Amazonas,Iquitos,2025-02-07,13,3597.67,NA
V0419,Estados Unidos,39,F,Lago Titicaca,Puno,2025-08-02,8,4341.89,NA
V0420,Chile,42,Otro,Plaza de Armas,Arequipa,2025-02-01,1,729.43,
V0421,Colombia,58,M,Huaca Pucllana,Lima,2025-05-02,5,3693.68,NA
V0422,NA,59,F,Islas Flotantes Uros,Puno,2025-08-31,6,2316.71,NA
V0423,Estados Unidos,,M,Sacsayhuamán,Cusco,2025-08-09,2,4964.86,
V0424,España,73,F,Huaca Pucllana,Lima,2025-03-20,14,4996.29,NA
V0425,NA,15,Otro,Lago Titicaca,Puno,2025-01-05,11,2633.04,Mototaxi
V0426,Perú,72,Otro,Valle Sagrado,Cusco,2025-03-26,,,NA
V0427,México,25,Otro,Islas Flotantes Uros,Puno,2025-08-01,9,4534.45,Bus
V0428,Brasil,41,M,Islas Flotantes Uros,Puno,2025-07-04,14,986.49,Bus
V0429,México,54,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-06-23,4,3923.01,Auto
V0430,España,22,F,Islas Flotantes Uros,Puno,2025-09-27,8,3859.62,
V0431,Chile,65,M,Islas Flotantes Uros,Puno,2025-08-30,4,1400.73,Tren
V0432,España,51,F,Cañón del Colca,Arequipa,2025-03-14,1,3437.46,Mototaxi
V0433,Argentina,33,Otro,Taquile,Puno,2025-01-25,6,4390.79,Auto
V0434,Chile,57,M,Malecón Tarapacá,Iquitos,2025-01-15,,,Tren
V0435,México,31,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-06-07,4,3078.67,Auto
V0436,Chile,78,M,Lago Titicaca,Puno,2025-06-25,6,4298.11,Avión
V0437,Perú,52,F,Sacsayhuamán,Cusco,2025-02-13,4,1575.26,Bus
V0438,Argentina,67,M,Río Amazonas,Iquitos,2025-08-14,7,1335.21,Tren
V0439,México,54,F,Lago Titicaca,Puno,2025-01-28,10,3728.06,Bus
V0440,NA,52,F,Huaca Pucllana,Lima,2025-01-02,3,4240.05,NA
V0441,Argentina,52,Otro,Barranco,Lima,2025-03-31,9,3568.47,
V0442,Argentina,43,F,Valle Sagrado,Cusco,2025-05-02,11,3155.23,Avión
V0443,Perú,39,F,Río Amazonas,Iquitos,2025-08-05,3,1207.87,Mototaxi
V0444,NA,78,Otro,Monasterio de Santa Catalina,Arequipa,2025-05-09,5,1016.14,NA
V0445,Perú,62,Otro,Malecón Tarapacá,Iquitos,2025-08-23,4,1983.51,Mototaxi
V0446,España,64,M,Plaza de Armas,Arequipa,2025-05-24,9,4989.78,Bus
V0447,Brasil,46,F,Islas Flotantes Uros,Puno,2025-07-28,13,2707.94,Auto
V0448,México,,F,Malecón Tarapacá,Iquitos,2025-02-13,11,1030.18,Auto
V0449,Argentina,51,F,Cañón del Colca,Arequipa,2025-09-12,9,3359.96,Auto
V0450,España,37,F,Islas Flotantes Uros,Puno,2025-05-13,1,688.54,Avión
V0451,Brasil,58,F,Sacsayhuamán,Cusco,2025-04-27,13,3332.68,
V0452,Brasil,54,Otro,Machu Picchu,Cusco,2025-05-20,7,4623.32,Mototaxi
V0453,Perú,74,F,Islas Flotantes Uros,Puno,2025-04-24,2,3921.07,NA
V0454,Perú,66,M,Valle Sagrado,Cusco,2025-07-03,10,2961.94,Auto
V0455,Perú,32,Otro,Huaca Pucllana,Lima,2025-03-22,13,3186.78,
V0456,Colombia,23,M,Huaca Pucllana,Lima,2025-01-14,12,3005.17,Bus
V0457,Chile,56,M,Valle Sagrado,Cusco,2025-09-26,1,3158.22,Bus
V0458,Chile,48,F,Río Amazonas,Iquitos,2025-04-24,6,3718.49,Mototaxi
V0459,Argentina,27,Otro,Cañón del Colca,Arequipa,2025-06-20,14,1477.59,Mototaxi
V0460,Argentina,60,Otro,Cañón del Colca,Arequipa,2025-09-08,13,4351.13,Bus
V0461,Chile,23,M,Parque de la Reserva,Lima,2025-08-18,14,2298.95,Bus
V0462,NA,78,M,Malecón Tarapacá,Iquitos,2025-03-30,14,4440.32,Avión
V0463,Chile,49,F,Cañón del Colca,Arequipa,2025-06-14,14,1424.63,Mototaxi
V0464,España,52,M,Huaca Pucllana,Lima,2025-06-09,13,2315.82,Tren
V0465,España,30,M,Valle Sagrado,Cusco,2025-09-28,9,3977.23,Avión
V0466,España,67,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-01-30,14,4763.37,Mototaxi
V0467,Estados Unidos,24,M,Valle Sagrado,Cusco,2025-01-18,1,4684.7,NA
V0468,Perú,80,Otro,Lago Titicaca,Puno,2025-07-09,1,4788.6,NA
V0469,Brasil,64,F,Cañón del Colca,Arequipa,2025-04-08,14,1630.4,Mototaxi
V0470,España,,Otro,Lago Titicaca,Puno,2025-07-09,11,4585.76,
V0471,Perú,69,F,Monasterio de Santa Catalina,Arequipa,2025-04-12,1,420.15,Bus
V0472,Perú,52,Otro,Plaza de Armas,Arequipa,2025-07-19,5,2779.61,
V0473,Chile,17,F,Monasterio de Santa Catalina,Arequipa,2025-05-03,10,1569.34,Mototaxi
V0474,Argentina,72,M,Barranco,Lima,2025-03-18,13,2160.94,Tren
V0475,México,68,F,Taquile,Puno,2025-04-05,7,1255.71,Tren
V0476,NA,49,M,Islas Flotantes Uros,Puno,2025-09-20,1,1748.9,Auto
V0477,Chile,63,F,Sacsayhuamán,Cusco,2025-07-29,8,3693.84,NA
V0478,España,56,M,Huaca Pucllana,Lima,2025-01-20,9,1702.86,NA
V0479,Estados Unidos,35,Otro,Plaza de Armas,Arequipa,2025-08-22,5,1970.77,NA
V0480,Argentina,29,F,Cañón del Colca,Arequipa,2025-07-31,5,2520.55,
V0481,NA,16,F,Islas Flotantes Uros,Puno,2025-02-05,4,2178.69,Avión
V0482,Argentina,16,M,Lago Titicaca,Puno,2025-09-27,10,3053.31,Auto
V0483,Chile,38,M,Río Amazonas,Iquitos,2025-07-11,10,448.24,
V0484,NA,61,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-08-06,1,1696.78,Mototaxi
V0485,México,30,Otro,Parque de la Reserva,Lima,2025-02-15,1,840.55,Bus
V0486,Perú,64,Otro,Sacsayhuamán,Cusco,2025-08-01,13,4484.15,
V0487,Perú,59,M,Malecón Tarapacá,Iquitos,2025-09-20,7,2157.63,Auto
V0488,Brasil,36,F,Barranco,Lima,2025-04-21,8,2803.31,NA
V0489,Argentina,33,M,Islas Flotantes Uros,Puno,2025-04-02,8,2732.1,Tren
V0490,Perú,46,M,Taquile,Puno,2025-06-12,12,768.39,Mototaxi
V0491,NA,48,F,Taquile,Puno,2025-03-22,11,3237.01,Avión
V0492,Chile,57,M,Huaca Pucllana,Lima,2025-01-25,6,1043.37,Bus
V0493,NA,55,F,Taquile,Puno,2025-05-10,,,Tren
V0494,Estados Unidos,40,F,Sacsayhuamán,Cusco,2025-04-18,12,2607.21,Mototaxi
V0495,Brasil,36,Otro,Cañón del Colca,Arequipa,2025-01-14,3,2743.38,Mototaxi
V0496,Chile,35,M,Río Amazonas,Iquitos,2025-01-06,13,2036.6,Auto
V0497,Chile,68,F,Taquile,Puno,2025-02-25,14,1573.97,NA
V0498,España,77,M,Huaca Pucllana,Lima,2025-09-01,1,1309.37,Avión
V0499,Colombia,40,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-08-11,11,2252.82,Avión
V0500,España,44,Otro,Cañón del Colca,Arequipa,2025-02-22,9,4475.26,
V0501,Estados Unidos,48,Otro,Taquile,Puno,2025-08-04,2,1221.25,NA
V0502,México,49,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-05-16,1,1686.24,Mototaxi
V0503,España,57,Otro,Parque de la Reserva,Lima,2025-05-29,7,4150.16,Mototaxi
V0504,España,48,M,Monasterio de Santa Catalina,Arequipa,2025-01-21,14,1718.6,Mototaxi
V0505,España,26,Otro,Huaca Pucllana,Lima,2025-08-10,7,2918.67,Mototaxi
V0506,NA,77,F,Lago Titicaca,Puno,2025-02-08,1,4900.11,Tren
V0507,Chile,44,M,Plaza de Armas,Arequipa,2025-06-09,8,1379.11,Auto
V0508,NA,50,Otro,Parque de la Reserva,Lima,2025-09-16,9,2046.74,
V0509,NA,65,Otro,Taquile,Puno,2025-06-14,3,917.13,NA
V0510,Argentina,62,Otro,Cañón del Colca,Arequipa,2025-01-29,9,2020.17,Auto
V0511,Estados Unidos,47,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-02-27,10,2107.06,Bus
V0512,Brasil,67,Otro,Río Amazonas,Iquitos,2025-03-17,10,615.15,Auto
V0513,Colombia,30,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-05-28,10,2566.16,NA
V0514,Brasil,26,Otro,Machu Picchu,Cusco,2025-02-22,2,4487.77,Mototaxi
V0515,Perú,22,M,Machu Picchu,Cusco,2025-09-23,3,1876.88,Avión
V0516,Colombia,32,M,Machu Picchu,Cusco,2025-03-07,8,3066.11,Mototaxi
V0517,Estados Unidos,62,Otro,Parque de la Reserva,Lima,2025-03-09,9,2066.12,NA
V0518,Colombia,67,Otro,Machu Picchu,Cusco,2025-07-06,14,646.85,
V0519,Chile,30,F,Machu Picchu,Cusco,2025-03-14,4,3600.16,Mototaxi
V0520,Colombia,76,Otro,Cañón del Colca,Arequipa,2025-05-31,,,Tren
V0521,Colombia,69,M,Río Amazonas,Iquitos,2025-05-08,14,1917.87,Bus
V0522,Estados Unidos,56,F,Sacsayhuamán,Cusco,2025-01-19,14,4672.26,Mototaxi
V0523,España,78,F,Barranco,Lima,2025-07-01,7,4199.93,Mototaxi
V0524,Estados Unidos,77,M,Islas Flotantes Uros,Puno,2025-07-17,,,
V0525,Chile,60,F,Islas Flotantes Uros,Puno,2025-07-05,4,1310.53,Bus
V0526,Chile,77,M,Machu Picchu,Cusco,2025-08-12,,,
V0527,México,27,Otro,Malecón Tarapacá,Iquitos,2025-02-20,8,3232.8,Bus
V0528,NA,21,Otro,Parque de la Reserva,Lima,2025-07-28,13,2532.99,Auto
V0529,Chile,53,M,Taquile,Puno,2025-09-23,5,1301.78,Tren
V0530,España,43,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-08-07,6,2150.04,Bus
V0531,Perú,68,F,Huaca Pucllana,Lima,2025-07-05,8,2936.57,Auto
V0532,México,53,M,Islas Flotantes Uros,Puno,2025-02-04,10,4223.77,
V0533,Perú,56,M,Machu Picchu,Cusco,2025-04-09,8,3463.73,Auto
V0534,Chile,30,F,Taquile,Puno,2025-04-24,9,2501.4,Mototaxi
V0535,Perú,76,M,Valle Sagrado,Cusco,2025-04-06,7,4728.95,Mototaxi
V0536,España,57,F,Parque de la Reserva,Lima,2025-03-27,10,1314.04,Tren
V0537,Chile,48,Otro,Río Amazonas,Iquitos,2025-07-28,1,1823.94,Avión
V0538,Perú,23,M,Río Amazonas,Iquitos,2025-02-25,10,516.18,Auto
V0539,México,46,Otro,Monasterio de Santa Catalina,Arequipa,2025-03-15,11,4924.96,Tren
V0540,Colombia,25,M,Barranco,Lima,2025-04-23,11,2758.55,Avión
V0541,España,54,Otro,Plaza de Armas,Arequipa,2025-01-24,13,4199.2,Auto
V0542,Colombia,79,F,Lago Titicaca,Puno,2025-04-21,13,2329.83,Auto
V0543,NA,48,Otro,Valle Sagrado,Cusco,2025-06-22,11,3258.28,Tren
V0544,Colombia,74,Otro,Sacsayhuamán,Cusco,2025-09-06,11,3452.92,Bus
V0545,Perú,18,Otro,Río Amazonas,Iquitos,2025-07-14,9,1058.52,NA
V0546,Colombia,73,F,Barranco,Lima,2025-03-17,3,2111.33,
V0547,Brasil,28,F,Sacsayhuamán,Cusco,2025-03-08,14,2408.34,Tren
V0548,Estados Unidos,51,F,Parque de la Reserva,Lima,2025-08-31,2,2942.68,NA
V0549,Argentina,35,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-04-29,10,2586.3,Auto
V0550,España,28,Otro,Malecón Tarapacá,Iquitos,2025-05-22,6,3240.93,Mototaxi
V0551,NA,26,F,Barranco,Lima,2025-06-23,2,604.58,
V0552,Colombia,30,F,Cañón del Colca,Arequipa,2025-09-06,6,3540.29,Auto
V0553,Colombia,67,Otro,Taquile,Puno,2025-08-23,11,1929.15,Auto
V0554,Colombia,79,M,Cañón del Colca,Arequipa,2025-01-06,10,341.03,Avión
V0555,NA,27,Otro,Plaza de Armas,Arequipa,2025-04-26,7,3651.26,Avión
V0556,España,56,M,Islas Flotantes Uros,Puno,2025-06-04,13,2724.5,NA
V0557,Argentina,48,M,Parque de la Reserva,Lima,2025-09-02,2,2062.76,
V0558,España,75,F,Barranco,Lima,2025-05-01,3,4137.61,Tren
V0559,Estados Unidos,,M,Lago Titicaca,Puno,2025-03-19,13,3227.38,Auto
V0560,Argentina,54,F,Río Amazonas,Iquitos,2025-09-03,4,1706.97,Bus
V0561,Argentina,64,F,Cañón del Colca,Arequipa,2025-08-07,1,3027.11,Bus
V0562,Chile,46,Otro,Islas Flotantes Uros,Puno,2025-05-21,,,Mototaxi
V0563,NA,27,M,Machu Picchu,Cusco,2025-07-21,13,2158.0,
V0564,España,30,F,Islas Flotantes Uros,Puno,2025-01-04,11,2972.04,Bus
V0565,NA,42,Otro,Taquile,Puno,2025-09-04,12,2937.07,Mototaxi
V0566,Perú,25,F,Plaza de Armas,Arequipa,2025-05-14,11,2993.87,NA
V0567,Brasil,52,Otro,Islas Flotantes Uros,Puno,2025-05-23,14,1488.5,Tren
V0568,NA,60,F,Cañón del Colca,Arequipa,2025-04-13,2,1644.02,Tren
V0569,NA,66,M,Monasterio de Santa Catalina,Arequipa,2025-07-25,5,1840.3,NA
V0570,España,69,F,Cañón del Colca,Arequipa,2025-01-16,13,2120.44,Mototaxi
V0571,NA,33,M,Monasterio de Santa Catalina,Arequipa,2025-04-21,4,494.44,Tren
V0572,NA,38,M,Cañón del Colca,Arequipa,2025-08-25,4,1495.7,NA
V0573,NA,38,F,Huaca Pucllana,Lima,2025-01-24,11,4482.05,Mototaxi
V0574,España,16,M,Valle Sagrado,Cusco,2025-05-04,13,3524.67,Mototaxi
V0575,Colombia,,F,Huaca Pucllana,Lima,2025-03-23,10,2983.16,Avión
V0576,Chile,35,F,Malecón Tarapacá,Iquitos,2025-05-30,6,1109.43,Mototaxi
V0577,Perú,36,Otro,Parque de la Reserva,Lima,2025-06-29,6,3038.78,Mototaxi
V0578,Chile,16,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-08-05,,,Avión
V0579,Estados Unidos,21,M,Parque de la Reserva,Lima,2025-09-30,10,1399.08,NA
V0580,Estados Unidos,37,Otro,Taquile,Puno,2025-01-18,3,4281.37,NA
V0581,Argentina,45,M,Huaca Pucllana,Lima,2025-01-02,10,1494.53,Auto
V0582,Brasil,60,F,Valle Sagrado,Cusco,2025-01-09,14,4489.47,Mototaxi
V0583,Argentina,18,F,Plaza de Armas,Arequipa,2025-05-05,11,2984.33,Avión
V0584,NA,65,F,Islas Flotantes Uros,Puno,2025-06-30,9,3343.84,Avión
V0585,México,77,M,Huaca Pucllana,Lima,2025-01-06,12,4750.97,Mototaxi
V0586,Argentina,46,Otro,Machu Picchu,Cusco,2025-08-21,1,311.67,
V0587,Colombia,35,M,Río Amazonas,Iquitos,2025-06-18,,,Avión
V0588,Chile,77,F,Monasterio de Santa Catalina,Arequipa,2025-05-10,11,2039.94,
V0589,NA,65,Otro,Barranco,Lima,2025-02-05,12,1305.85,NA
V0590,Brasil,29,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-01-30,12,4022.04,NA
V0591,Colombia,77,F,Monasterio de Santa Catalina,Arequipa,2025-07-04,4,2551.25,Auto
V0592,NA,38,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-03-14,2,4235.75,Avión
V0593,Chile,53,F,Islas Flotantes Uros,Puno,2025-02-10,13,1063.83,Avión
V0594,Chile,46,F,Parque de la Reserva,Lima,2025-06-20,1,705.19,NA
V0595,Colombia,67,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-04-24,12,1228.18,Tren
V0596,Perú,,M,Río Amazonas,Iquitos,2025-08-07,1,4545.36,Avión
V0597,Perú,57,M,Malecón Tarapacá,Iquitos,2025-07-20,2,465.32,Mototaxi
V0598,NA,38,Otro,Islas Flotantes Uros,Puno,2025-05-02,1,3038.42,Mototaxi
V0599,Argentina,79,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-09-15,1,817.31,Avión
V0600,Estados Unidos,57,Otro,Cañón del Colca,Arequipa,2025-01-08,13,1101.44,Auto
V0601,Chile,31,Otro,Parque de la Reserva,Lima,2025-07-16,2,4627.92,Bus
V0602,México,19,Otro,Valle Sagrado,Cusco,2025-09-19,10,804.98,Bus
V0603,Perú,28,M,Monasterio de Santa Catalina,Arequipa,2025-06-08,14,3603.72,
V0604,Estados Unidos,43,F,Valle Sagrado,Cusco,2025-04-01,2,2283.84,Mototaxi
V0605,Colombia,55,F,Monasterio de Santa Catalina,Arequipa,2025-06-07,1,228.73,Mototaxi
V0606,NA,41,Otro,Sacsayhuamán,Cusco,2025-05-23,10,3786.23,Auto
V0607,España,22,Otro,Machu Picchu,Cusco,2025-04-16,14,4957.64,Bus
V0608,Chile,48,Otro,Machu Picchu,Cusco,2025-09-30,,,Bus
V0609,España,24,M,Malecón Tarapacá,Iquitos,2025-03-16,11,2263.39,Auto
V0610,Estados Unidos,80,M,Machu Picchu,Cusco,2025-08-06,4,4037.3,NA
V0611,Chile,64,M,Taquile,Puno,2025-05-06,7,2640.55,Auto
V0612,Argentina,42,Otro,Parque de la Reserva,Lima,2025-06-02,4,2636.72,Avión
V0613,Brasil,53,Otro,Sacsayhuamán,Cusco,2025-04-24,6,2618.28,Tren
V0614,NA,43,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-03-04,12,1105.65,Tren
V0615,Brasil,71,M,Lago Titicaca,Puno,2025-06-24,6,908.97,Mototaxi
V0616,Argentina,20,Otro,Huaca Pucllana,Lima,2025-02-03,5,2429.01,Bus
V0617,Estados Unidos,35,Otro,Malecón Tarapacá,Iquitos,2025-04-07,5,4839.95,
